sic_code,sic_group_name,fama_sic_start,fama_sic_end,sic_fama_desc,fama_ind49,fama_grpdesc
3531,Construction Machinery and Equipment,3531,3531,Construction machinery & equipment,21,Mach Machinery
3531,Office of Technology,3531,3531,Construction machinery & equipment,21,Mach Machinery
3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment",3532,3532,"Mining machinery & equipment, except oil field",21,Mach Machinery
3532,Office of Technology,3532,3532,"Mining machinery & equipment, except oil field",21,Mach Machinery
3533,Oil and Gas Field Machinery and Equipment,3533,3533,Oil & gas field machinery & equipment,21,Mach Machinery
3533,Office of Technology,3533,3533,Oil & gas field machinery & equipment,21,Mach Machinery
3534,Elevators and Moving Stairways,3534,3534,Elevators & moving stairways,21,Mach Machinery
3535,Conveyors and Conveying Equipment,3535,3535,Conveyors & conveying equipment,21,Mach Machinery
3536,"Overhead Traveling Cranes, Hoists, and Monorail Systems",3536,3536,"Cranes, hoists and monorail systems",21,Mach Machinery
3540,Office of Technology,3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3541,"Machine Tools, Metal Cutting Types",3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3541,Office of Technology,3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3542,"Machine Tools, Metal Forming Types",3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3543,Industrial Patterns,3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3545,"Cutting Tools, Machine Tool Accessories, and Machinists' Precision Measuring Devices",3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3546,Power-Driven Handtools,3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3547,Rolling Mill Machinery and Equipment,3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3548,Electric and Gas Welding and Soldering Equipment,3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3549,"Metalworking Machinery, Not Elsewhere Classified",3540,3549,Metalworking machinery & equipment,21,Mach Machinery
3550,Office of Technology,3550,3559,Special industry machinery,21,Mach Machinery
3552,Textile Machinery,3550,3559,Special industry machinery,21,Mach Machinery
3553,Woodworking Machinery,3550,3559,Special industry machinery,21,Mach Machinery
3554,Paper Industries Machinery,3550,3559,Special industry machinery,21,Mach Machinery
3555,Printing Trades Machinery and Equipment,3550,3559,Special industry machinery,21,Mach Machinery
3555,Office of Technology,3550,3559,Special industry machinery,21,Mach Machinery
3556,Food Products Machinery,3550,3559,Special industry machinery,21,Mach Machinery
3559,"Special Industry Machinery, Not Elsewhere Classified",3550,3559,Special industry machinery,21,Mach Machinery
3559,Office of Technology,3550,3559,Special industry machinery,21,Mach Machinery
3560,Office of Technology,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3561,Pumps and Pumping Equipment,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3561,Office of Technology,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3562,Ball and Roller Bearings,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3562,Office of Technology,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3563,Air and Gas Compressors,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3564,Office of Technology,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3565,Packaging Machinery,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3566,"Speed Changers, Industrial High-Speed Drives, and Gears",3560,3569,General industrial machinery & equipment,21,Mach Machinery
3567,Industrial Process Furnaces and Ovens,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3567,Office of Technology,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified",3560,3569,General industrial machinery & equipment,21,Mach Machinery
3569,"General Industrial Machinery and Equipment, Not Elsewhere",3560,3569,General industrial machinery & equipment,21,Mach Machinery
3569,Office of Technology,3560,3569,General industrial machinery & equipment,21,Mach Machinery
3580,Office of Technology,3580,3580,Refrigeration & service industry machinery,21,Mach Machinery
3581,Automatic Vending Machines,3581,3581,Automatic vending machines,21,Mach Machinery
3582,"Commercial Laundry, Drycleaning, and Pressing Machines",3582,3582,Commercial laundry and dry cleaning machines,21,Mach Machinery
3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,3585,3585,"Air conditioning, warm air heating and refrigeration equipment",21,Mach Machinery
3585,Office of Technology,3585,3585,"Air conditioning, warm air heating and refrigeration equipment",21,Mach Machinery
3586,Measuring and Dispensing Pumps,3586,3586,Measuring and dispensing pumps,21,Mach Machinery
3589,"Service Industry Machinery, Not Elsewhere Classified",3589,3589,Service industry machinery,21,Mach Machinery
3590,Office of Technology,3590,3599,Misc industrial and commercial equipment and machinery,21,Mach Machinery
3592,"Carburetors, Pistons, Piston Rings, and Valves",3590,3599,Misc industrial and commercial equipment and machinery,21,Mach Machinery
3593,Fluid Power Cylinders and Actuators,3590,3599,Misc industrial and commercial equipment and machinery,21,Mach Machinery
3594,Fluid Power Pumps and Motors,3590,3599,Misc industrial and commercial equipment and machinery,21,Mach Machinery
3596,"Scales and Balances, Except Laboratory",3590,3599,Misc industrial and commercial equipment and machinery,21,Mach Machinery
3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",3590,3599,Misc industrial and commercial equipment and machinery,21,Mach Machinery
3600,Office of Manufacturing,3600,3600,Electronic & other electrical equipment,22,ElcEq Electrical Equipment
3612,"Power, Distribution, and Specialty Transformers",3610,3613,Electric transmission and distribution equipment,22,ElcEq Electrical Equipment
3612,Office of Manufacturing,3610,3613,Electric transmission and distribution equipment,22,ElcEq Electrical Equipment
3613,Switchgear and Switchboard Apparatus,3610,3613,Electric transmission and distribution equipment,22,ElcEq Electrical Equipment
3613,Office of Manufacturing,3610,3613,Electric transmission and distribution equipment,22,ElcEq Electrical Equipment
3620,Office of Manufacturing,3620,3621,Electrical industrial apparatus,22,ElcEq Electrical Equipment
3621,Motors and Generators,3620,3621,Electrical industrial apparatus,22,ElcEq Electrical Equipment
3621,Office of Manufacturing,3620,3621,Electrical industrial apparatus,22,ElcEq Electrical Equipment
3624,Carbon and Graphite Products,3623,3629,Electrical industrial apparatus,22,ElcEq Electrical Equipment
3625,Relays and Industrial Controls,3623,3629,Electrical industrial apparatus,22,ElcEq Electrical Equipment
3629,"Electrical Industrial Apparatus, Not Elsewhere Classified",3623,3629,Electrical industrial apparatus,22,ElcEq Electrical Equipment
3640,Office of Manufacturing,3640,3644,Electric lighting & wiring equipment,22,ElcEq Electrical Equipment
3641,Electric Lamp Bulbs and Tubes,3640,3644,Electric lighting & wiring equipment,22,ElcEq Electrical Equipment
3643,Current-Carrying Wiring Devices,3640,3644,Electric lighting & wiring equipment,22,ElcEq Electrical Equipment
3644,Noncurrent-Carrying Wiring Devices,3640,3644,Electric lighting & wiring equipment,22,ElcEq Electrical Equipment
3645,Residential Electric Lighting Fixtures,3645,3645,Residential electric lighting fixtures,22,ElcEq Electrical Equipment
3646,"Commercial, Industrial, and Institutional Electric Lighting Fixtures",3646,3646,"Commercial, industrial and institutional electric lighting fixtures",22,ElcEq Electrical Equipment
3648,"Lighting Equipment, Not Elsewhere Classified",3648,3649,Misc lighting equipment,22,ElcEq Electrical Equipment
3690,Office of Manufacturing,3690,3690,Misc electrical machinery and equipment,22,ElcEq Electrical Equipment
3691,Storage Batteries,3691,3692,Storage batteries,22,ElcEq Electrical Equipment
3692,"Primary Batteries, Dry and Wet",3691,3692,Storage batteries,22,ElcEq Electrical Equipment
3699,"Electrical Machinery, Equipment, and Supplies, Not Elsewhere",3699,3699,"Misc electrical machinery, equipment and supplies",22,ElcEq Electrical Equipment
2296,Tire Cord and Fabrics,2296,2296,Tire cord and fabric,23,Autos Automobiles and Trucks
2396,"Automotive Trimmings, Apparel Findings, and Related Products",2396,2396,"Automotive trimmings, apparel findings & related products",23,Autos Automobiles and Trucks
3011,Tires and Inner Tubes,3010,3011,Tires and inner tubes,23,Autos Automobiles and Trucks
3011,Office of Manufacturing,3010,3011,Tires and inner tubes,23,Autos Automobiles and Trucks
3537,"Industrial Trucks, Tractors, Trailers, and Stackers",3537,3537,"Industrial trucks, tractors, trailers & stackers",23,Autos Automobiles and Trucks
3537,Office of Technology,3537,3537,"Industrial trucks, tractors, trailers & stackers",23,Autos Automobiles and Trucks
3647,Vehicular Lighting Equipment,3647,3647,Vehicular lighting equipment,23,Autos Automobiles and Trucks
3694,Electrical Equipment for Internal Combustion Engines,3694,3694,Electrical equipment for internal combustion engines,23,Autos Automobiles and Trucks
3711,Motor Vehicles and Passenger Car Bodies,3711,3711,Motor vehicles & passenger car bodies,23,Autos Automobiles and Trucks
3711,Office of Manufacturing,3711,3711,Motor vehicles & passenger car bodies,23,Autos Automobiles and Trucks
3713,Truck and Bus Bodies,3713,3713,Truck & bus bodies,23,Autos Automobiles and Trucks
3713,Office of Manufacturing,3713,3713,Truck & bus bodies,23,Autos Automobiles and Trucks
3714,Motor Vehicle Parts and Accessories,3714,3714,Motor vehicle parts & accessories,23,Autos Automobiles and Trucks
3714,Office of Manufacturing,3714,3714,Motor vehicle parts & accessories,23,Autos Automobiles and Trucks
3715,Truck Trailers,3715,3715,Truck trailers,23,Autos Automobiles and Trucks
3715,Office of Manufacturing,3715,3715,Truck trailers,23,Autos Automobiles and Trucks
3716,Motor Homes,3716,3716,Motor homes,23,Autos Automobiles and Trucks
3716,Office of Manufacturing,3716,3716,Motor homes,23,Autos Automobiles and Trucks
3790,Office of Manufacturing,3790,3791,Misc transportation equipment,23,Autos Automobiles and Trucks
3792,Travel Trailers and Campers,3792,3792,Travel trailers and campers,23,Autos Automobiles and Trucks
3799,"Transportation Equipment, Not Elsewhere Classified",3799,3799,Misc transportation equipment,23,Autos Automobiles and Trucks
3720,Office of Manufacturing,3720,3720,Aircraft & parts,24,Aero Aircraft
3721,Aircraft,3721,3721,Aircraft,24,Aero Aircraft
3721,Office of Manufacturing,3721,3721,Aircraft,24,Aero Aircraft
3724,Aircraft Engines and Engine Parts,3723,3724,Aircraft engines & engine parts,24,Aero Aircraft
3724,Office of Manufacturing,3723,3724,Aircraft engines & engine parts,24,Aero Aircraft
3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",3728,3729,Misc aircraft parts & auxiliary equipment,24,Aero Aircraft
3728,Office of Manufacturing,3728,3729,Misc aircraft parts & auxiliary equipment,24,Aero Aircraft
3730,Office of Manufacturing,3730,3731,Ship building and repairing,25,"Ships Shipbuilding, Railroad Equipment"
3731,Ship Building and Repairing,3730,3731,Ship building and repairing,25,"Ships Shipbuilding, Railroad Equipment"
3743,Railroad Equipment,3740,3743,Railroad Equipment,25,"Ships Shipbuilding, Railroad Equipment"
3743,Office of Manufacturing,3740,3743,Railroad Equipment,25,"Ships Shipbuilding, Railroad Equipment"
3480,Office of Manufacturing,3480,3489,Ordnance & accessories,26,Guns Defense
3482,Small Arms Ammunition,3480,3489,Ordnance & accessories,26,Guns Defense
3483,"Ammunition, Except for Small Arms",3480,3489,Ordnance & accessories,26,Guns Defense
3484,Small Arms,3480,3489,Ordnance & accessories,26,Guns Defense
3489,"Ordnance and Accessories, Not Elsewhere Classified",3480,3489,Ordnance & accessories,26,Guns Defense
3760,Office of Manufacturing,3760,3769,Guided missiles and space vehicles and parts,26,Guns Defense
3761,Guided Missiles and Space Vehicles,3760,3769,Guided missiles and space vehicles and parts,26,Guns Defense
3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts,3760,3769,Guided missiles and space vehicles and parts,26,Guns Defense
3769,"Guided Missile Space Vehicle Parts and Auxiliary Equipment, Not Elsewhere Classified",3760,3769,Guided missiles and space vehicles and parts,26,Guns Defense
3795,Tanks and Tank Components,3795,3795,Tanks and tank components,26,Guns Defense
1040,Office of Energy & Transportation,1040,1049,Gold & silver ores,27,Gold Precious Metals
1041,Gold Ores,1040,1049,Gold & silver ores,27,Gold Precious Metals
1044,Silver Ores,1040,1049,Gold & silver ores,27,Gold Precious Metals
1000,Office of Energy & Transportation,1000,1009,Metal mining,28,Mines Non-Metallic and Industrial Metal Mining
1011,Iron Ores,1010,1019,Iron ores,28,Mines Non-Metallic and Industrial Metal Mining
1021,Copper Ores,1020,1029,Copper ores,28,Mines Non-Metallic and Industrial Metal Mining
1031,Lead and Zinc Ores,1030,1039,Lead and zinc ores,28,Mines Non-Metallic and Industrial Metal Mining
1061,"Ferroalloy Ores, Except Vanadium",1060,1069,Ferroalloy ores,28,Mines Non-Metallic and Industrial Metal Mining
1081,Metal Mining Services,1080,1089,Metal mining services,28,Mines Non-Metallic and Industrial Metal Mining
1090,Office of Energy & Transportation,1090,1099,Misc metal ores,28,Mines Non-Metallic and Industrial Metal Mining
1094,Uranium-Radium-Vanadium Ores,1090,1099,Misc metal ores,28,Mines Non-Metallic and Industrial Metal Mining
1099,"Miscellaneous Metal Ores, Not Elsewhere Classified",1090,1099,Misc metal ores,28,Mines Non-Metallic and Industrial Metal Mining
1400,Office of Energy & Transportation,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1411,Dimension Stone,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1422,Crushed and Broken Limestone,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1423,Crushed and Broken Granite,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1429,"Crushed and Broken Stone, Not Elsewhere Classified",1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1442,Construction Sand and Gravel,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1446,Industrial Sand,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1455,Kaolin and Ball Clay,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1459,"Clay, Ceramic, and Refractory Minerals, Not Elsewhere Classified",1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1474,"Potash, Soda, and Borate Minerals",1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1475,Phosphate Rock,1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1479,"Chemical and Fertilizer Mineral Mining, Not Elsewhere Classified",1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1481,"Nonmetallic Minerals Services, Except Fuels",1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1499,"Miscellaneous Nonmetallic Minerals, Except Fuels",1400,1499,Mining and quarrying nonmetallic minerals,28,Mines Non-Metallic and Industrial Metal Mining
1220,Office of Energy & Transportation,1200,1299,Bituminous coal and lignite mining,29,Coal Coal
1221,Bituminous Coal and Lignite Surface Mining,1200,1299,Bituminous coal and lignite mining,29,Coal Coal
1221,Office of Energy & Transportation,1200,1299,Bituminous coal and lignite mining,29,Coal Coal
1222,Bituminous Coal Underground Mining,1200,1299,Bituminous coal and lignite mining,29,Coal Coal
1231,Anthracite Mining,1200,1299,Bituminous coal and lignite mining,29,Coal Coal
1241,Coal Mining Services,1200,1299,Bituminous coal and lignite mining,29,Coal Coal
1311,Crude Petroleum and Natural Gas,1310,1319,Crude petroleum & natural gas,30,Oil Petroleum and Natural Gas
1311,Office of Energy & Transportation,1310,1319,Crude petroleum & natural gas,30,Oil Petroleum and Natural Gas
1321,Natural Gas Liquids,1320,1329,Natural gas liquids,30,Oil Petroleum and Natural Gas
1381,Drilling Oil and Gas Wells,1381,1381,Drilling oil & gas wells,30,Oil Petroleum and Natural Gas
1381,Office of Energy & Transportation,1381,1381,Drilling oil & gas wells,30,Oil Petroleum and Natural Gas
1382,Oil and Gas Field Exploration Services,1382,1382,Oil & gas field exploration services,30,Oil Petroleum and Natural Gas
1382,Office of Energy & Transportation,1382,1382,Oil & gas field exploration services,30,Oil Petroleum and Natural Gas
1389,"Oil and Gas Field Services, Not Elsewhere Classified",1389,1389,Misc oil & gas field services,30,Oil Petroleum and Natural Gas
1389,Office of Energy & Transportation,1389,1389,Misc oil & gas field services,30,Oil Petroleum and Natural Gas
2911,Petroleum Refining,2900,2912,Petroleum refining,30,Oil Petroleum and Natural Gas
2911,Office of Energy & Transportation,2900,2912,Petroleum refining,30,Oil Petroleum and Natural Gas
2990,Office of Energy & Transportation,2990,2999,Misc products of petroleum & coal,30,Oil Petroleum and Natural Gas
2992,Lubricating Oils and Greases,2990,2999,Misc products of petroleum & coal,30,Oil Petroleum and Natural Gas
2999,"Products of Petroleum and Coal, Not Elsewhere Classified",2990,2999,Misc products of petroleum & coal,30,Oil Petroleum and Natural Gas
4900,Office of Energy & Transportation,4900,4900,"Electric, gas & sanitary services",31,Util Utilities
4911,Electric Services,4910,4911,Electric services,31,Util Utilities
4911,Office of Energy & Transportation,4910,4911,Electric services,31,Util Utilities
4922,Natural Gas Transmission,4920,4922,Natural gas transmission,31,Util Utilities
4922,Office of Energy & Transportation,4920,4922,Natural gas transmission,31,Util Utilities
4923,Natural Gas Transmission and Distribution,4923,4923,Natural gas transmission & distribution,31,Util Utilities
4923,Office of Energy & Transportation,4923,4923,Natural gas transmission & distribution,31,Util Utilities
4924,Natural Gas Distribution,4924,4925,Natural gas distribution,31,Util Utilities
4924,Office of Energy & Transportation,4924,4925,Natural gas distribution,31,Util Utilities
4925,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or",4924,4925,Natural gas distribution,31,Util Utilities
4931,Electric and Other Services Combined,4930,4931,Electric and other services combined,31,Util Utilities
4931,Office of Energy & Transportation,4930,4931,Electric and other services combined,31,Util Utilities
4932,Gas and Other Services Combined,4932,4932,Gas and other services combined,31,Util Utilities
4932,Office of Energy & Transportation,4932,4932,Gas and other services combined,31,Util Utilities
4939,"Combination Utilities, Not Elsewhere Classified",4939,4939,Misc combination utilities,31,Util Utilities
4941,Water Supply,4940,4942,Water supply,31,Util Utilities
4941,Office of Energy & Transportation,4940,4942,Water supply,31,Util Utilities
4812,Radiotelephone Communications,4810,4813,Telephone communications,32,Telcm Communication
4812,Office of Technology,4810,4813,Telephone communications,32,Telcm Communication
4813,"Telephone Communications, Except Radiotelephone",4810,4813,Telephone communications,32,Telcm Communication
4813,Office of Technology,4810,4813,Telephone communications,32,Telcm Communication
4822,Telegraph and Other Message Communications,4820,4822,Telegraph and other message communication,32,Telcm Communication
4822,Office of Technology,4820,4822,Telegraph and other message communication,32,Telcm Communication
4832,Radio Broadcasting Stations,4830,4839,Radio & TV broadcasters,32,Telcm Communication
4832,Office of Technology,4830,4839,Radio & TV broadcasters,32,Telcm Communication
4833,Television Broadcasting Stations,4830,4839,Radio & TV broadcasters,32,Telcm Communication
4833,Office of Technology,4830,4839,Radio & TV broadcasters,32,Telcm Communication
4841,Cable and Other Pay Television Services,4840,4841,Cable and other pay TV services,32,Telcm Communication
4841,Office of Technology,4840,4841,Cable and other pay TV services,32,Telcm Communication
4899,"Communications Services, Not Elsewhere Classified",4899,4899,Misc communication services,32,Telcm Communication
4899,Office of Technology,4899,4899,Misc communication services,32,Telcm Communication
7021,Rooming and Boarding Houses,7020,7021,Rooming and boarding houses,33,PerSv Personal Services
7032,Sporting and Recreational Camps,7030,7033,Camps and recreational vehicle parks,33,PerSv Personal Services
7033,Recreational Vehicle Parks and Campsites,7030,7033,Camps and recreational vehicle parks,33,PerSv Personal Services
7200,Office of Trade & Services,7200,7200,Services - personal,33,PerSv Personal Services
7211,"Power Laundries, Family and Commercial",7210,7212,"Services - laundry, cleaning & garment services",33,PerSv Personal Services
7212,"Garment Pressing, and Agents for Laundries and Drycleaners",7210,7212,"Services - laundry, cleaning & garment services",33,PerSv Personal Services
7215,Coin-Operated Laundries and Drycleaning,7215,7216,"Services - coin-operated cleaners, dry cleaners",33,PerSv Personal Services
7216,"Drycleaning Plants, Except Rug Cleaning",7215,7216,"Services - coin-operated cleaners, dry cleaners",33,PerSv Personal Services
7217,Carpet and Upholstery Cleaning,7217,7217,Services - carpet & upholstery cleaning,33,PerSv Personal Services
7219,"Laundry and Garment Services, Not Elsewhere Classified",7219,7219,Services - Misc laundry & garment services,33,PerSv Personal Services
7221,"Photographic Studios, Portrait",7220,7221,"Services - photographic studios, portrait",33,PerSv Personal Services
7231,Beauty Shops,7230,7231,Services - beauty shops,33,PerSv Personal Services
7241,Barber Shops,7240,7241,Services - barber shops,33,PerSv Personal Services
7251,Shoe Repair Shops and Shoeshine Parlors,7250,7251,Services - shoe repair shops & shoeshine parlors,33,PerSv Personal Services
7261,Funeral Service and Crematories,7260,7269,Services - funeral service & crematories,33,PerSv Personal Services
7291,Tax Return Preparation Services,7291,7291,Services - tax return,33,PerSv Personal Services
7299,"Miscellaneous Personal Services, Not Elsewhere Classified",7292,7299,Services - Misc,33,PerSv Personal Services
7500,Office of Trade & Services,7500,7500,"Services - auto repair, services & parking",33,PerSv Personal Services
7510,Office of Trade & Services,7510,7515,Services - truck & auto rental and leasing,33,PerSv Personal Services
7513,"Truck Rental and Leasing, Without Drivers",7510,7515,Services - truck & auto rental and leasing,33,PerSv Personal Services
7514,Passenger Car Rental,7510,7515,Services - truck & auto rental and leasing,33,PerSv Personal Services
7515,Passenger Car Leasing,7510,7515,Services - truck & auto rental and leasing,33,PerSv Personal Services
7521,Automobile Parking,7520,7529,Services - automobile parking,33,PerSv Personal Services
7532,"Top, Body, and Upholstery Repair Shops and Paint Shops",7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7533,Automotive Exhaust System Repair Shops,7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7534,Tire Retreading and Repair Shops,7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7536,Automotive Glass Replacement Shops,7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7537,Automotive Transmission Repair Shops,7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7538,General Automotive Repair Shops,7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7539,"Automotive Repair Shops, Not Elsewhere Classified",7530,7539,Services - automotive repair shops,33,PerSv Personal Services
7542,Carwashes,7540,7549,"Services - automotive services, except repair (car washes)",33,PerSv Personal Services
7549,"Automotive Services, Except Repair and Carwashes",7540,7549,"Services - automotive services, except repair (car washes)",33,PerSv Personal Services
7600,Office of Trade & Services,7600,7600,Services - Misc repair services,33,PerSv Personal Services
7622,Radio and Television Repair Shops,7622,7622,Services - Radio and TV repair shops,33,PerSv Personal Services
7623,Refrigeration and Air-Conditioning Service and Repair Shops,7623,7623,Services - Refrigeration and air conditioning service & repair shops,33,PerSv Personal Services
7629,"Electrical and Electronic Repair Shops, Not Elsewhere Classified",7629,7629,Services - Electrical & electronic repair shops,33,PerSv Personal Services
7631,"Watch, Clock, and Jewelry Repair",7630,7631,"Services - Watch, clock and jewelry repair",33,PerSv Personal Services
7641,Reupholstery and Furniture Repair,7640,7641,Services - Reupholster & furniture repair,33,PerSv Personal Services
7692,Welding Repair,7690,7699,Services - Misc repair shops & related services,33,PerSv Personal Services
7694,Armature Rewinding Shops,7690,7699,Services - Misc repair shops & related services,33,PerSv Personal Services
7699,"Repair Shops and Related Services, Not Elsewhere Classified",7690,7699,Services - Misc repair shops & related services,33,PerSv Personal Services
8111,Legal Services,8100,8199,Services - legal,33,PerSv Personal Services
8111,Office of Trade & Services,8100,8199,Services - legal,33,PerSv Personal Services
8200,Office of Trade & Services,8200,8299,Services - educational,33,PerSv Personal Services
8211,Elementary and Secondary Schools,8200,8299,Services - educational,33,PerSv Personal Services
8221,"Colleges, Universities, and Professional Schools",8200,8299,Services - educational,33,PerSv Personal Services
8222,Junior Colleges and Technical Institutes,8200,8299,Services - educational,33,PerSv Personal Services
8231,Libraries,8200,8299,Services - educational,33,PerSv Personal Services
8243,Data Processing Schools,8200,8299,Services - educational,33,PerSv Personal Services
8244,Business and Secretarial Schools,8200,8299,Services - educational,33,PerSv Personal Services
8249,"Vocational Schools, Not Elsewhere Classified",8200,8299,Services - educational,33,PerSv Personal Services
8299,"Schools and Educational Services, Not Elsewhere Classified",8200,8299,Services - educational,33,PerSv Personal Services
8300,Industrial Applications and Services,8300,8399,Services - social services,33,PerSv Personal Services
8322,Individual and Family Social Services,8300,8399,Services - social services,33,PerSv Personal Services
8331,Job Training and Vocational Rehabilitation Services,8300,8399,Services - social services,33,PerSv Personal Services
8351,Child Day Care Services,8300,8399,Services - social services,33,PerSv Personal Services
8351,Office of Trade & Services,8300,8399,Services - social services,33,PerSv Personal Services
8361,Residential Care,8300,8399,Services - social services,33,PerSv Personal Services
8399,"Social Services, Not Elsewhere Classified",8300,8399,Services - social services,33,PerSv Personal Services
8412,Museums and Art Galleries,8400,8499,"Services - museums, art galleries, botanical and zoological gardens",33,PerSv Personal Services
8422,Arboreta and Botanical or Zoological Gardens,8400,8499,"Services - museums, art galleries, botanical and zoological gardens",33,PerSv Personal Services
8600,Office of Trade & Services,8600,8699,Services - membership organizations,33,PerSv Personal Services
8611,Business Associations,8600,8699,Services - membership organizations,33,PerSv Personal Services
8621,Professional Membership Organizations,8600,8699,Services - membership organizations,33,PerSv Personal Services
8631,Labor Unions and Similar Labor Organizations,8600,8699,Services - membership organizations,33,PerSv Personal Services
8641,"Civic, Social, and Fraternal Associations",8600,8699,Services - membership organizations,33,PerSv Personal Services
8651,Political Organizations,8600,8699,Services - membership organizations,33,PerSv Personal Services
8661,Religious Organizations,8600,8699,Services - membership organizations,33,PerSv Personal Services
8661,"Religious organizations, churches, places of worship, religious instruction",8600,8699,Services - membership organizations,33,PerSv Personal Services
8699,"Membership Organizations, Not Elsewhere Classified",8600,8699,Services - membership organizations,33,PerSv Personal Services
8811,Private Households,8800,8899,Services - private households,33,PerSv Personal Services
8880,Office of International Corp Fin,8800,8899,Services - private households,33,PerSv Personal Services
8888,Office of International Corp Fin,8800,8899,Services - private households,33,PerSv Personal Services
2750,Office of Manufacturing,2750,2759,Commercial printing,34,BusSv Business Services
2752,"Commercial Printing, Lithographic",2750,2759,Commercial printing,34,BusSv Business Services
2754,"Commercial Printing, Gravure",2750,2759,Commercial printing,34,BusSv Business Services
2759,"Commercial Printing, Not Elsewhere Classified",2750,2759,Commercial printing,34,BusSv Business Services
3993,Signs and Advertising Specialties,3993,3993,Signs & advertising specialties,34,BusSv Business Services
4220,Office of Energy & Transportation,4220,4229,Public warehousing and storage,34,BusSv Business Services
4221,Farm Product Warehousing and Storage,4220,4229,Public warehousing and storage,34,BusSv Business Services
4222,Refrigerated Warehousing and Storage,4220,4229,Public warehousing and storage,34,BusSv Business Services
4225,General Warehousing and Storage,4220,4229,Public warehousing and storage,34,BusSv Business Services
4226,"Special Warehousing and Storage, Not Elsewhere Classified",4220,4229,Public warehousing and storage,34,BusSv Business Services
7218,Industrial Launderers,7218,7218,Services - industrial launderers,34,BusSv Business Services
7310,Office of Trade & Services,7310,7319,Services - advertising,34,BusSv Business Services
7311,Advertising Agencies,7310,7319,Services - advertising,34,BusSv Business Services
7311,Office of Trade & Services,7310,7319,Services - advertising,34,BusSv Business Services
7312,Outdoor Advertising Services,7310,7319,Services - advertising,34,BusSv Business Services
7313,"Radio, Television, and Publishers' Advertising Representatives",7310,7319,Services - advertising,34,BusSv Business Services
7319,"Advertising, Not Elsewhere Classified",7310,7319,Services - advertising,34,BusSv Business Services
